title,contentId,artistName,completitionYear,image,artistUrl,genre,material,style,technique,for_model,image_path,image_size,image_width,image_height,image_new_size,image_new_width,image_new_height,image_new_path
Sailors and nudes,282626,Souto Arturo,1960.0,https://uploads6.wikiart.org/images/arturo-souto/sailors-and-nudes-1960.jpg!Large.jpg,arturo-souto,genre painting,,Modernismo,,1.0,wikiart-master/wiki_art_saved/images/arturo-souto/1960/282626.jpg,"(800, 689)",800,689,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/arturo-souto_1960_282626.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/arturo-souto_1960_282626.jpg
Portrait of Prince V. N. Tenishev,9223372032559879384,Bonnat Leon,1896.0,https://uploads4.wikiart.org/00364/images/leon-bonnat/portrait-of-prince-v-n-tenishev-large.jpg!Large.jpg,leon-bonnat,portrait,,"Academicism, Realism",,1.0,wikiart-master/wiki_art_saved/images/leon-bonnat/1896/9223372032559879384.jpg,"(685, 1000)",685,1000,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/leon-bonnat_1896_9223372032559879384.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/leon-bonnat_1896_9223372032559879384.jpg
Blue Composition,9223372032559863459,Bogen Alexander,1995.0,https://uploads6.wikiart.org/00323/images/alexander-bogen/blue-composition-1995.jpg!Large.jpg,alexander-bogen,abstract,,Abstract Expressionism,,1.0,wikiart-master/wiki_art_saved/images/alexander-bogen/1995/9223372032559863459.jpg,"(1147, 800)",1147,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/alexander-bogen_1995_9223372032559863459.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/alexander-bogen_1995_9223372032559863459.jpg
Carousing Computers,298003,Agar Eileen,1988.0,https://uploads7.wikiart.org/images/eileen-agar/carousing-computers-1988.jpg!Large.jpg,eileen-agar,figurative,,Surrealism,,1.0,wikiart-master/wiki_art_saved/images/eileen-agar/1988/298003.jpg,"(403, 570)",403,570,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/eileen-agar_1988_298003.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/eileen-agar_1988_298003.jpg
Landscape from Baia Mare (With Buffalos),319368,Abrudan Petre,,https://uploads4.wikiart.org/images/petre-abrudan/andscape-from-baia-mare-with-buffalos.jpg!Large.jpg,petre-abrudan,animal painting,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/petre-abrudan/unknown-year/319368.jpg,"(809, 619)",809,619,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/petre-abrudan_unknown-year_319368.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/petre-abrudan_unknown-year_319368.jpg
NR. I – BELIZE INVERTED WITH LIGHTNING,9223372032559835120,￿,2017.0,https://uploads5.wikiart.org/00217/images/sonia-domingues/1-3.png!Large.png,sonia-domingues,figurative,,"Contemporary, Conceptual Art",,1.0,wikiart-master/wiki_art_saved/images/sonia-domingues/2017/9223372032559835120.jpg,"(800, 600)",800,600,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/sonia-domingues_2017_9223372032559835120.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/sonia-domingues_2017_9223372032559835120.jpg
Reflection,295242,Agam Yaacov,,https://uploads2.wikiart.org/images/yaacov-agam/reflection.jpg!Large.jpg,yaacov-agam,abstract,,Op Art,,1.0,wikiart-master/wiki_art_saved/images/yaacov-agam/unknown-year/295242.jpg,"(550, 545)",550,545,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/yaacov-agam_unknown-year_295242.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/yaacov-agam_unknown-year_295242.jpg
The Pansies,267916,Boldini Giovanni,1910.0,https://uploads8.wikiart.org/images/giovanni-boldini/the-pansies.jpg!Large.jpg,giovanni-boldini,flower painting,,Impressionism,,1.0,wikiart-master/wiki_art_saved/images/giovanni-boldini/1910/267916.jpg,"(1024, 727)",1024,727,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_1910_267916.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_1910_267916.jpg
Albert Gallatin,343160,Stuart Gilbert ,1803.0,https://uploads6.wikiart.org/images/gilbert-stuart/albert-gallatin-1803.jpg!Large.jpg,gilbert-stuart,portrait,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/gilbert-stuart/1803/343160.jpg,"(506, 625)",506,625,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/gilbert-stuart_1803_343160.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/gilbert-stuart_1803_343160.jpg
Aerei,313344,Boetti Alighiero,,https://uploads2.wikiart.org/images/alighiero-boetti/aerei.jpg!Large.jpg,alighiero-boetti,figurative,,Art Informel,,1.0,wikiart-master/wiki_art_saved/images/alighiero-boetti/unknown-year/313344.jpg,"(512, 238)",512,238,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/alighiero-boetti_unknown-year_313344.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/alighiero-boetti_unknown-year_313344.jpg
John Brown,311110,Steuart Curry John,1939.0,https://uploads5.wikiart.org/images/john-steuart-curry/john-brown-1939.jpg!Large.jpg,john-steuart-curry,portrait,,Regionalism,,1.0,wikiart-master/wiki_art_saved/images/john-steuart-curry/1939/311110.jpg,"(1060, 1604)",1060,1604,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/john-steuart-curry_1939_311110.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/john-steuart-curry_1939_311110.jpg
Portrait of the daughter Mary Stuck,273061,Stuck Franz,1912.0,https://uploads0.wikiart.org/images/franz-stuck/portrait-of-the-daughter-mary-stuck.jpg!Large.jpg,franz-stuck,portrait,,Symbolism,,1.0,wikiart-master/wiki_art_saved/images/franz-stuck/1912/273061.jpg,"(408, 500)",408,500,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/franz-stuck_1912_273061.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/franz-stuck_1912_273061.jpg
Self-portrait,314366,Aachen Hans von ,1574.0,https://uploads5.wikiart.org/images/hans-von-aachen/self-portrait-1574.jpg!Large.jpg,hans-von-aachen,self-portrait,,Mannerism (Late Renaissance),,1.0,wikiart-master/wiki_art_saved/images/hans-von-aachen/1574/314366.jpg,"(423, 600)",423,600,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/hans-von-aachen_1574_314366.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/hans-von-aachen_1574_314366.jpg
Silvia,260536,Boccioni Umberto,1915.0,https://uploads8.wikiart.org/images/umberto-boccioni/silvia-1915.jpg!Large.jpg,umberto-boccioni,portrait,,Cubism,,1.0,wikiart-master/wiki_art_saved/images/umberto-boccioni/1915/260536.jpg,"(570, 800)",570,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/umberto-boccioni_1915_260536.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/umberto-boccioni_1915_260536.jpg
Mrs. Joseph Anthony Jr. (Henrietta Hillegas),343168,Stuart Gilbert ,1798.0,https://uploads4.wikiart.org/images/gilbert-stuart/mrs-joseph-anthony-jr-henrietta-hillegas-1798.jpg!Large.jpg,gilbert-stuart,portrait,,Rococo,,1.0,wikiart-master/wiki_art_saved/images/gilbert-stuart/1798/343168.jpg,"(511, 625)",511,625,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/gilbert-stuart_1798_343168.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/gilbert-stuart_1798_343168.jpg
Untitled,310008,Soldevilla Lolo,1956.0,https://uploads0.wikiart.org/images/lolo-soldevilla/untitled-1956.jpg!Large.jpg,lolo-soldevilla,abstract,,Concretism,,1.0,wikiart-master/wiki_art_saved/images/lolo-soldevilla/1956/310008.jpg,"(400, 329)",400,329,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/lolo-soldevilla_1956_310008.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/lolo-soldevilla_1956_310008.jpg
Portrait of Clive James,9223372032559832978,Smart Jeffrey,1992.0,https://uploads0.wikiart.org/00207/images/jeffrey-smart/portrait-of-clive-james-1992.jpg!Large.jpg,jeffrey-smart,"cityscape, portrait",,"Precisionism, Contemporary Realism",,1.0,wikiart-master/wiki_art_saved/images/jeffrey-smart/1992/9223372032559832978.jpg,"(800, 736)",800,736,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/jeffrey-smart_1992_9223372032559832978.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/jeffrey-smart_1992_9223372032559832978.jpg
"Peinture 130 x 81 cm, 20-03-2004",283722,Soulages Pierre,2004.0,https://uploads5.wikiart.org/images/pierre-soulages/peinture-130-x-81-cm-20-03-2004-2004.jpg!Large.jpg,pierre-soulages,abstract,,Minimalism,,1.0,wikiart-master/wiki_art_saved/images/pierre-soulages/2004/283722.jpg,"(309, 512)",309,512,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/pierre-soulages_2004_283722.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/pierre-soulages_2004_283722.jpg
The Battle of Temesvár,9223372032559859774,Adam Albrecht,1855.0,https://uploads1.wikiart.org/00314/images/albrecht-adam/albrecht-von-adam-die-schlacht-bei-temesv-r-7897-kunsthistorisches-museum.jpg!Large.jpg,albrecht-adam,battle painting,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/albrecht-adam/1855/9223372032559859774.jpg,"(3134, 1829)",3134,1829,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/albrecht-adam_1855_9223372032559859774.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/albrecht-adam_1855_9223372032559859774.jpg
1947-Y-No. 2,283768,Still Clyfford,1947.0,https://uploads2.wikiart.org/images/clyfford-still/1947-y-no-2-1947.jpg!Large.jpg,clyfford-still,abstract,,Abstract Expressionism,,1.0,wikiart-master/wiki_art_saved/images/clyfford-still/1947/283768.jpg,"(420, 500)",420,500,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/clyfford-still_1947_283768.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/clyfford-still_1947_283768.jpg
The Virgin and Child with Saints and Donor,269594,David Gerard,1510.0,https://uploads8.wikiart.org/images/gerard-david/the-virgin-and-child-with-saints-and-donor.jpg!Large.jpg,gerard-david,religious painting,,Northern Renaissance,,1.0,wikiart-master/wiki_art_saved/images/gerard-david/1510/269594.jpg,"(3000, 2179)",3000,2179,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/gerard-david_1510_269594.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/gerard-david_1510_269594.jpg
Street in Røros in Winter,9223372032559849918,Sohlberg Harald,,https://uploads6.wikiart.org/00288/images/harald-sohlberg/harald-sohlberg-street-in-r-ros-in-winter-google-art-project.jpg!Large.jpg,harald-sohlberg,cityscape,,Neo-Romanticism,,1.0,wikiart-master/wiki_art_saved/images/harald-sohlberg/unknown-year/9223372032559849918.jpg,"(5688, 3766)",5688,3766,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/harald-sohlberg_unknown-year_9223372032559849918.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/harald-sohlberg_unknown-year_9223372032559849918.jpg
A visit of Bayliff Ten Frootenhuys to the Guild of Archers,273905,Springer Cornelis,1864.0,https://uploads7.wikiart.org/images/cornelis-springer/a-visit-of-bayliff-ten-frootenhuys-to-the-guild-of-archers-1864.jpg!Large.jpg,cornelis-springer,cityscape,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/cornelis-springer/1864/273905.jpg,"(2000, 1320)",2000,1320,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/cornelis-springer_1864_273905.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/cornelis-springer_1864_273905.jpg
Italian Boy's Head,9223372032559878543,Bloch Carl,1865.0,https://uploads7.wikiart.org/00362/images/carl-bloch/carl-heinrich-bloch-italiensk-drengehoved.jpg!Large.jpg,carl-bloch,portrait,,Realism,,1.0,wikiart-master/wiki_art_saved/images/carl-bloch/1865/9223372032559878543.jpg,"(326, 400)",326,400,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/carl-bloch_1865_9223372032559878543.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/carl-bloch_1865_9223372032559878543.jpg
Patricia,9223372032559863143,￿,2018.0,https://uploads5.wikiart.org/00322/images/abu-faisal/patricia-copia-1.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,wikiart-master/wiki_art_saved/images/abu-faisal/2018/9223372032559863143.jpg,"(1116, 1600)",1116,1600,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/abu-faisal_2018_9223372032559863143.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/abu-faisal_2018_9223372032559863143.jpg
Satan Calling Up his Legions,192934,Blake William ,1804.0,https://uploads0.wikiart.org/images/william-blake/satan-calling-up-his-legions-1804.jpg!Large.jpg,william-blake,religious painting,,Symbolism,,1.0,wikiart-master/wiki_art_saved/images/william-blake/1804/192934.jpg,"(495, 647)",495,647,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/william-blake_1804_192934.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/william-blake_1804_192934.jpg
Children,358473,Blackman Charles,1954.0,https://uploads1.wikiart.org/images/charles-blackman/children-1954.jpg!Large.jpg,charles-blackman,genre painting,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/charles-blackman/1954/358473.jpg,"(534, 700)",534,700,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/charles-blackman_1954_358473.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/charles-blackman_1954_358473.jpg
A Boat Beached in a Port at Low Tide,261114,Bonington Richard Parkes,1825.0,https://uploads1.wikiart.org/images/richard-parkes-bonington/a-boat-beached-in-a-port-at-low-tide-1825.jpg!Large.jpg,richard-parkes-bonington,landscape,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/richard-parkes-bonington/1825/261114.jpg,"(779, 533)",779,533,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/richard-parkes-bonington_1825_261114.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/richard-parkes-bonington_1825_261114.jpg
Flowers’ Enamel,359227,Stefanescu George,1985.0,https://uploads6.wikiart.org/images/george-stefanescu-ramnic/flowers-enamel-1985.jpg!Large.jpg,george-stefanescu,flower painting,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/george-stefanescu/1985/359227.jpg,"(662, 800)",662,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1985_359227.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1985_359227.jpg
Peisaj de iarnă,306633,Steriadi Jean Alexandru,1922.0,https://uploads5.wikiart.org/images/jean-alexandru-steriadi/peisaj-de-iarn-1922.jpg!Large.jpg,jean-alexandru-steriadi,landscape,,Impressionism,,1.0,wikiart-master/wiki_art_saved/images/jean-alexandru-steriadi/1922/306633.jpg,"(1000, 841)",1000,841,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/jean-alexandru-steriadi_1922_306633.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/jean-alexandru-steriadi_1922_306633.jpg
Slums,282575,Souto Arturo,1932.0,https://uploads3.wikiart.org/images/arturo-souto/slums-1932.jpg!Large.jpg,arturo-souto,genre painting,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/arturo-souto/1932/282575.jpg,"(800, 565)",800,565,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/arturo-souto_1932_282575.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/arturo-souto_1932_282575.jpg
Transept,316979,Stanczak Julian,1978.0,https://uploads0.wikiart.org/images/julian-stanczak/transept-1978.jpg!Large.jpg,julian-stanczak,abstract,,Op Art,,1.0,wikiart-master/wiki_art_saved/images/julian-stanczak/1978/316979.jpg,"(478, 480)",478,480,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/julian-stanczak_1978_316979.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/julian-stanczak_1978_316979.jpg
"Wahk-ta-Ge-Li, a Sioux warrior",279912,Bodmer Karl,1833.0,https://uploads8.wikiart.org/images/karl-bodmer/wahk-ta-ge-li-a-sioux-warrior-1833.jpg!Large.jpg,karl-bodmer,portrait,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/karl-bodmer/1833/279912.jpg,"(788, 1152)",788,1152,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/karl-bodmer_1833_279912.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/karl-bodmer_1833_279912.jpg
Eleanor Parke Custis Lewis(Washington’s granddaughter),343184,Stuart Gilbert ,1804.0,https://uploads8.wikiart.org/images/gilbert-stuart/eleanor-parke-custis-lewis-washington-s-granddaughter-1804.jpg!Large.jpg,gilbert-stuart,portrait,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/gilbert-stuart/1804/343184.jpg,"(620, 748)",620,748,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/gilbert-stuart_1804_343184.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/gilbert-stuart_1804_343184.jpg
India In Paris,283336,Stevens Alfred,,https://uploads0.wikiart.org/images/alfred-stevens/india-in-paris.jpg!Large.jpg,alfred-stevens,genre painting,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/alfred-stevens/unknown-year/283336.jpg,"(1000, 1235)",1000,1235,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/alfred-stevens_unknown-year_283336.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/alfred-stevens_unknown-year_283336.jpg
Christ Teaching at the Temple,9223372032559874289,Bloch Carl,,https://uploads2.wikiart.org/00340/images/carl-bloch/christ-teaching-at-the-temple.jpg!Large.jpg,carl-bloch,religious painting,,Academicism,,1.0,wikiart-master/wiki_art_saved/images/carl-bloch/unknown-year/9223372032559874289.jpg,"(350, 607)",350,607,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/carl-bloch_unknown-year_9223372032559874289.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/carl-bloch_unknown-year_9223372032559874289.jpg
"The Long Gallery, Hardwick Hall, Derbyshire",360695,David Cox,1811.0,https://uploads2.wikiart.org/images/david-cox/the-long-gallery-hardwick-hall-derbyshire-1811-2.jpg!Large.jpg,david-cox,interior,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/david-cox/1811/360695.jpg,"(1128, 810)",1128,810,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/david-cox_1811_360695.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/david-cox_1811_360695.jpg
Saul and the Witch of Endor,276246,Stom Matthias,1635.0,https://uploads7.wikiart.org/00366/images/matthias-stom/matthias-stom-saul-fa-evocare-samuele-dalla-pitonessa-di-endor-1639-41-ca-collezione-privata.jpg!Large.jpg,matthias-stom,religious painting,,Tenebrism,,1.0,wikiart-master/wiki_art_saved/images/matthias-stom/1635/276246.jpg,"(1300, 924)",1300,924,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/matthias-stom_1635_276246.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/matthias-stom_1635_276246.jpg
"Bodegón Con Frutero, Periódico Y Vaso. Naturaleza Muerta (La Botella)",9223372032559870173,Blanchard María,1917.0,https://uploads7.wikiart.org/00334/images/maria-blanchard/bodeg-n-con-frutero-peri-dico-y-vaso-naturaleza-muerta-la-botella-1916-1917.jpg!Large.jpg,maria-blanchard,still life,,Cubism,,1.0,wikiart-master/wiki_art_saved/images/maria-blanchard/1917/9223372032559870173.jpg,"(461, 800)",461,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/maria-blanchard_1917_9223372032559870173.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/maria-blanchard_1917_9223372032559870173.jpg
St. Barbara,307593,Boltraffio Giovanni Antonio,1499.0,https://uploads5.wikiart.org/images/giovanni-antonio-boltraffio/st-barbara-1499.jpg!Large.jpg,giovanni-antonio-boltraffio,religious painting,,High Renaissance,,1.0,wikiart-master/wiki_art_saved/images/giovanni-antonio-boltraffio/1499/307593.jpg,"(842, 1300)",842,1300,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/giovanni-antonio-boltraffio_1499_307593.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/giovanni-antonio-boltraffio_1499_307593.jpg
Dancing couple(detail),251709,Steen Jan,1663.0,https://uploads7.wikiart.org/images/jan-steen/dancing-couple-detail-1663.jpg!Large.jpg,jan-steen,genre painting,,Baroque,,1.0,wikiart-master/wiki_art_saved/images/jan-steen/1663/251709.jpg,"(520, 390)",520,390,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/jan-steen_1663_251709.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/jan-steen_1663_251709.jpg
Shattered Barriers,9223372032559872802,￿,2017.0,https://uploads8.wikiart.org/00337/images/bert-pro/8ac8d772-2e2d-4435-99f9-0fddb04fc00c.jpeg!Large.jpeg,bert-pro,allegorical painting,,,,1.0,wikiart-master/wiki_art_saved/images/bert-pro/2017/9223372032559872802.jpg,"(630, 800)",630,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/bert-pro_2017_9223372032559872802.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/bert-pro_2017_9223372032559872802.jpg
Beyond Emperors,285979,Stamos Theodoros,1952.0,https://uploads8.wikiart.org/images/theodoros-stamos/beyond-emperors-1952.jpg!Large.jpg,theodoros-stamos,abstract,,Abstract Expressionism,,1.0,wikiart-master/wiki_art_saved/images/theodoros-stamos/1952/285979.jpg,"(550, 480)",550,480,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/theodoros-stamos_1952_285979.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/theodoros-stamos_1952_285979.jpg
"Japanese Sunset, #16",287214,Steinberg Saul,1971.0,https://uploads0.wikiart.org/images/saul-steinberg/japanese-sunset-16-1971.jpg!Large.jpg,saul-steinberg,landscape,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/saul-steinberg/1971/287214.jpg,"(331, 480)",331,480,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/saul-steinberg_1971_287214.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/saul-steinberg_1971_287214.jpg
Following Piece,337608,Acconci Vito,1969.0,https://uploads4.wikiart.org/images/vito-acconci/following-piece-1969.jpg!Large.jpg,vito-acconci,figurative,,Conceptual Art,,1.0,wikiart-master/wiki_art_saved/images/vito-acconci/1969/337608.jpg,"(500, 376)",500,376,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/vito-acconci_1969_337608.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/vito-acconci_1969_337608.jpg
Je T’adore,9223372032559904219,￿,2018.0,https://uploads3.wikiart.org/00418/images/agnes-von-angelis-ava/19-je-t-adore-und-uthat-2018-f-r-wikiart.jpg!Large.jpg,agnes-von-angelis-ava,"symbolic painting, nude painting (nu)",,"Art Nouveau (Modern), Symbolism",,1.0,wikiart-master/wiki_art_saved/images/agnes-von-angelis-ava/2018/9223372032559904219.jpg,"(617, 850)",617,850,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/agnes-von-angelis-ava_2018_9223372032559904219.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/agnes-von-angelis-ava_2018_9223372032559904219.jpg
Self-Portrait,334280,Stefanescu George,1957.0,https://uploads8.wikiart.org/images/george-stefanescu-ramnic/self-portrait-1957(1).jpg!Large.jpg,george-stefanescu,self-portrait,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/images/george-stefanescu/1957/334280.jpg,"(654, 800)",654,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1957_334280.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1957_334280.jpg
Wounded,324753,Adler Jankel,,https://uploads0.wikiart.org/images/jankel-adler/wounded.jpg!Large.jpg,jankel-adler,portrait,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/jankel-adler/unknown-year/324753.jpg,"(364, 544)",364,544,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/jankel-adler_unknown-year_324753.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/jankel-adler_unknown-year_324753.jpg
Portrait A. Somova-Mikhailova,239209,Somov Konstantin,1897.0,https://uploads7.wikiart.org/images/konstantin-somov/portrait-a-somova-mikhailova.jpg!Large.jpg,konstantin-somov,portrait,,Realism,,1.0,wikiart-master/wiki_art_saved/images/konstantin-somov/1897/239209.jpg,"(795, 1000)",795,1000,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1897_239209.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1897_239209.jpg
Ice Palace,221901,Bonnard Pierre,1898.0,https://uploads5.wikiart.org/images/pierre-bonnard/ice-palace.jpg!Large.jpg,pierre-bonnard,portrait,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/images/pierre-bonnard/1898/221901.jpg,"(561, 753)",561,753,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1898_221901.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1898_221901.jpg
Study for Profile of a Woman in a Bow Tie,222037,Bonnard Pierre,1906.0,https://uploads0.wikiart.org/images/pierre-bonnard/study-for-profile-of-a-woman-in-a-bow-tie.jpg!Large.jpg,pierre-bonnard,portrait,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/images/pierre-bonnard/1906/222037.jpg,"(699, 946)",699,946,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1906_222037.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1906_222037.jpg
Effloration,9223372032559822661,Spare Austin Osman,1952.0,https://uploads2.wikiart.org/00143/images/austin-osman-spare/effloration-1952-2-xl.jpg!Large.jpg,austin-osman-spare,symbolic painting,,Symbolism,,1.0,wikiart-master/wiki_art_saved/images/austin-osman-spare/1952/9223372032559822661.jpg,"(570, 768)",570,768,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/austin-osman-spare_1952_9223372032559822661.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/austin-osman-spare_1952_9223372032559822661.jpg
Portrait of Princess Marthe-Lucile Bibesco,267843,Boldini Giovanni,1911.0,https://uploads8.wikiart.org/images/giovanni-boldini/portrait-of-princess-marthe-lucile-bibesco-1911.jpg!Large.jpg,giovanni-boldini,portrait,,"Impressionism, Kitsch",,1.0,wikiart-master/wiki_art_saved/images/giovanni-boldini/1911/267843.jpg,"(744, 1200)",744,1200,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_1911_267843.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_1911_267843.jpg
